Name,study_hours,sleep_hours,focus_level,stress_level,break_time,revision,screen_time,physical_activity,attendance,previous_marks,performance
Karan Agarwal,5.1,7.1,9,7,17,1,5.2,1,95,87,100
Ishaan Mehta,3.1,6.8,9,3,11,0,4.5,0,100,88,100
Aarav Joshi,3.3,6.3,7,5,21,1,6.4,0,100,55,87
Aditya Iyer,2.9,7.4,4,7,18,1,4.4,0,88,82,87
Vihaan Pandey,2.8,6.2,9,5,15,1,3.1,1,76,52,100
Myra Desai,3.8,8,6,1,11,1,9.8,1,97,78,86
Ishita Chauhan,2.8,6.1,6,6,14,1,5,1,98,78,98
Riya Nair,6.3,8.2,7,5,10,1,3.3,0,75,64,100
Krishna Agarwal,2.4,6.6,5,10,12,1,4.7,0,80,69,71
Kavya Kulkarni,0.8,5.4,5,4,28,0,3.1,0,80,72,73
Vihaan Gupta,6,8.1,6,2,24,0,4.7,0,95,53,100
Rudra Yadav,7.2,6.3,8,3,12,1,1,1,94,67,100
Arjun Iyer,5.7,4.4,7,4,13,1,1.4,1,84,61,100
Rohit Kumar,5.3,6.7,6,5,17,1,5.2,1,86,77,100
Anika Tiwari,5.3,8.1,8,3,14,0,1.6,1,95,54,100
Anaya Reddy,5,5.9,4,2,15,0,1.6,0,75,70,95
Pooja Kumar,5,6.7,7,5,17,1,8.5,0,85,72,98
Saanvi Verma,6.6,7.4,6,5,16,1,3.3,1,100,94,100
Aditya Trivedi,2.1,8.1,7,7,19,1,1,1,91,77,95
Harsh Bansal,6,9.1,9,6,14,0,6.2,1,83,64,100
Priya Mishra,5.6,6.4,7,3,18,1,6,1,76,82,100
Diya Sharma,6.4,7.1,8,3,16,0,4.8,1,99,60,100
Sai Mehta,8.1,7.5,6,4,21,1,7.3,0,81,73,100
Ishita Patel,8,6.2,7,9,18,1,3.1,1,96,51,100
Shaurya Mehta,5,7.9,8,3,18,1,7,1,82,68,100
Rohit Chauhan,3.3,6.3,5,4,14,0,3.5,1,100,69,95
Saanvi Singh,5.8,7.1,5,3,25,1,4.1,0,96,98,100
Sakshi Goyal,3,5.8,7,9,15,0,3.5,0,82,76,86
Rudra Roy,3.4,6.1,7,2,16,0,2.4,1,68,77,100
Dhruv Iyer,7.1,7.4,9,5,19,0,6,1,96,87,100
Ankit Trivedi,7.8,6.6,7,6,11,0,7.4,0,69,90,100
Rohit Bansal,4.2,8.1,6,6,13,1,7.1,1,89,75,99
Rudra Shah,4.5,6.8,7,1,21,1,4.5,0,91,77,100
Krishna Shah,4.6,6.1,5,6,12,0,4.2,1,82,72,91
Palak Singh,10,7.8,7,4,13,1,2.9,0,96,47,100
Palak Nair,8.7,6.6,6,7,18,0,3.9,0,92,90,100
Saanvi Saxena,3.3,6.8,6,5,16,0,4.9,1,66,88,81
Meera Mehta,4.7,9.5,8,4,12,0,6.3,1,83,91,100
Sakshi Joshi,4.7,7.4,8,2,15,1,3.8,0,84,47,100
Pooja Jain,6.1,6.2,6,3,14,1,4.3,0,84,71,100
Reyansh Pandey,5.7,8.9,5,4,14,1,8.7,1,77,78,95
Dhruv Roy,6.6,6.5,6,5,17,1,2,1,76,51,100
Diya Tiwari,4.5,7.2,6,4,10,1,3.6,0,88,63,99
Kabir Saxena,4.6,7.1,8,3,18,1,2.4,1,96,76,100
Myra Jain,9.3,7.6,4,5,14,1,6,1,82,77,100
Aditya Roy,2.3,7.3,8,4,15,1,7.3,0,84,81,90
Meera Iyer,3.5,7.4,7,4,14,0,6.1,0,69,73,89
Krishna Mishra,2.4,8.2,5,5,14,1,8.5,0,84,54,78
Palak Mishra,3.4,6.2,9,3,13,1,4.6,0,94,100,100
Dhruv Tiwari,6.8,8.7,7,7,10,0,7.7,1,94,84,100
Karan Patel,6.1,5.9,6,1,15,1,6.1,0,89,97,100
Manav Bose,2.1,6.2,8,9,12,0,6.4,1,85,77,78
Ira Mishra,6.2,6.6,10,8,21,1,7.2,0,97,71,100
Rahul Goyal,5.2,7.2,6,2,13,0,5.3,0,75,73,100
Vivaan Banerjee,4.7,7.9,9,7,18,1,7.9,0,86,69,100
Priya Bose,5.2,7.2,4,3,10,1,4.6,0,91,67,100
Aditya Pandey,5.6,7,7,8,17,1,6.1,0,78,50,89
Anika Desai,5.7,5.9,5,3,17,1,1,0,89,70,100
Reyansh Mehta,1.5,6.5,5,4,8,0,5.1,1,100,54,76
Harsh Saxena,1.1,6.2,7,5,11,1,5,0,92,86,83
Harsh Gupta,8.1,7.1,7,9,5,1,2.3,1,100,68,100
Nikhil Tiwari,6.8,8.5,7,2,23,0,7.3,0,74,95,100
Saanvi Reddy,5.9,10,9,3,11,1,11.8,0,71,68,100
Sai Gupta,5.7,6.6,5,6,10,0,1.9,1,100,47,99
Anika Singh,6.6,7.1,10,3,20,0,4.8,1,78,73,100
Ankit Patel,5.3,6.9,8,5,18,0,7.1,0,85,59,95
Tanishq Reddy,2.1,7.8,7,4,25,0,7.9,0,100,75,87
Dhruv Bose,4.6,6.5,6,2,8,0,6.4,1,92,52,100
Dhruv Shah,1.6,7.8,6,6,14,1,5.2,1,80,54,75
Aadhya Patel,0.5,7.5,5,2,5,1,4.4,0,67,66,68
Sai Desai,1.8,6.8,7,3,14,0,3.8,1,77,70,86
Kabir Kumar,0.7,7.6,6,7,8,0,4.2,1,93,82,72
Karan Chatterjee,5.7,5.8,5,7,18,1,6,1,76,81,100
Kavya Goyal,2.8,7.4,7,2,10,0,4.4,1,93,78,99
Neha Gupta,4.1,7.8,8,4,6,0,3.5,1,96,61,98
Tanvi Chatterjee,2.8,7.5,8,6,14,0,2.6,1,94,88,100
Atharva Nair,7.3,8.3,9,6,24,1,4,0,100,68,100
Harsh Verma,4.3,7.4,9,5,13,1,4.6,0,67,84,100
Anika Das,2.1,7.9,7,1,9,0,4.8,1,72,92,100
Sakshi Gupta,4.3,9.1,8,6,14,0,5.6,0,93,58,95
Neha Bansal,4.8,7.1,5,5,20,0,5.6,1,95,75,99
Ira Shah,2.2,8.8,8,5,18,1,9.1,1,90,30,80
Ishaan Desai,0.5,7.9,7,8,14,0,5.4,0,91,57,57
Karan Kulkarni,1.7,8,6,3,16,1,6,1,80,73,91
Rahul Joshi,4.8,8.8,7,7,14,0,3.3,0,58,70,78
Ankit Desai,4.9,6.6,8,8,11,1,6.1,1,89,75,100
Arjun Saxena,5.2,8.4,9,7,16,1,6.4,1,94,50,99
Varun Chauhan,5.7,4.9,7,4,8,0,6.7,1,88,51,97
Ishita Tiwari,4,7.3,6,6,19,1,1.2,0,85,79,100
Tanishq Iyer,0,8.4,6,10,13,0,3.5,0,84,68,62
Shaurya Joshi,2,6.4,6,3,15,0,6.2,1,75,79,83
Yash Roy,2.4,7.1,6,5,6,1,5.3,1,94,55,87
Varun Saxena,6.9,8.8,5,5,20,1,8.4,0,72,74,96
Saanvi Singh,6.4,5.4,7,5,13,1,8,0,82,75,100
Nikhil Kulkarni,4.8,8.8,5,7,19,0,3.6,0,73,78,86
Nikhil Chauhan,0.7,5.9,8,4,9,1,3.1,0,88,94,98
Kabir Bansal,4.7,6.8,7,5,21,1,4.2,1,68,74,100
Ira Bose,0.4,5.2,10,4,11,1,6.1,0,84,72,78
Ankit Jain,3.1,7.4,8,2,11,0,7.5,0,75,74,88
Myra Roy,4.5,6.8,4,5,16,0,5.1,0,100,74,91
Riya Goyal,5.4,7.4,5,7,17,0,3.6,0,90,61,98
Diya Shah,4.7,6.6,6,2,13,0,1.5,1,78,76,100
Sai Jain,7.4,6.8,4,4,15,0,2.9,1,81,76,100
Atharva Shah,4.1,7.3,6,4,19,0,6.6,1,81,81,88
Shaurya Agarwal,6.4,7.3,6,5,16,1,4,0,65,100,100
Karan Kulkarni,5.7,7,10,8,13,1,1.8,1,91,44,100
Aadhya Verma,3.8,6.7,6,4,10,1,7,1,100,97,100
Yash Kulkarni,5,8.2,5,3,20,0,3.1,1,97,77,100
Ishita Patel,4.5,5.2,7,4,7,1,2.4,0,83,82,100
Tanvi Chatterjee,7,8.9,7,7,19,0,6.2,1,78,85,100
Neha Pandey,1.7,8.2,9,2,16,1,1,1,85,63,99
Diya Sharma,7.1,8.2,10,5,19,0,5.4,0,85,70,100
Rohit Sharma,3.9,7.1,8,6,17,1,9.2,0,84,40,70
Sakshi Jain,6,6.6,7,3,17,0,6.2,1,84,96,100
Kavya Mehta,6.3,6.2,6,8,15,1,8.2,1,94,56,93
Palak Reddy,4.9,7,7,4,18,1,2,1,96,66,100
Kavya Verma,7,6.7,8,9,21,1,3.3,1,92,84,100
Palak Pandey,4.3,7.7,8,7,8,1,6,1,85,51,83
Myra Reddy,4.6,6.3,7,5,25,1,5.4,0,88,68,93
Shaurya Yadav,3.8,7.4,9,5,21,0,6.3,1,82,55,93
Aarav Verma,6.2,6.9,8,6,16,1,8.8,0,100,84,100
Priya Goyal,2.4,7.6,7,7,12,1,6.6,0,89,44,80
Riya Chatterjee,3.4,6.4,6,4,17,0,1,1,82,92,100
Rahul Chauhan,6.3,6.2,4,1,18,1,5.3,0,68,55,100
Manav Desai,6.6,8.4,7,6,9,0,1.9,1,89,59,100
Aditya Reddy,2.7,6.3,7,8,11,1,7.3,0,87,94,86
Ankit Kulkarni,6.3,8.1,7,5,15,1,3.3,0,66,78,100
Sneha Tiwari,6.9,6.8,6,6,7,1,2.6,0,83,61,100
Arjun Trivedi,6.3,6.3,9,7,9,1,8,1,85,68,100
Shaurya Saxena,7.1,6.3,6,1,15,0,3.6,0,73,69,100
Reyansh Patel,4.4,7.7,7,8,5,1,3.4,0,73,90,96
Aman Saxena,2.3,8,5,3,17,1,3.2,1,92,100,100
Kavya Bose,5,8.1,7,1,9,1,8.7,1,73,71,100
Tanvi Agarwal,5.2,8.2,9,6,6,1,5.1,0,80,89,100
Tanishq Yadav,5,7.3,7,3,16,1,1.6,1,81,52,100
Anika Tiwari,3.8,8.4,10,9,13,0,6.2,0,90,57,86
Rohit Desai,4.5,6.6,6,5,20,1,1,0,83,44,89
Saanvi Trivedi,4.3,6.9,6,3,13,1,6,1,89,71,100
Nikhil Das,4.9,8.5,6,8,12,1,7.6,0,78,68,92
Palak Sharma,5.2,7.1,9,10,19,1,4.3,1,100,42,97
Anika Agarwal,0,6.4,5,1,14,1,5.4,0,75,82,80
Tanishq Joshi,5.7,5.8,7,3,14,1,6.2,1,93,74,100
Diya Nair,4.4,8.2,7,7,19,1,3.8,1,79,75,100
Ishaan Iyer,7,6.2,5,6,15,0,8.3,0,95,89,97
Aditya Goyal,7,6.1,7,6,17,1,5.2,0,93,100,100
Pooja Saxena,5.2,7.8,8,7,17,1,3.7,0,89,60,100
Kabir Verma,1.4,7.5,7,4,11,0,5,0,75,62,74
Ankit Banerjee,3.5,5.5,8,4,17,1,5.8,1,75,85,96
Tanishq Shah,4,7.2,5,5,8,1,7,1,83,62,93
Aman Iyer,6.1,8.6,7,9,14,0,4.9,1,84,57,97
Sakshi Das,4.6,5.5,8,8,15,1,4.6,0,100,92,100
Sneha Verma,3.8,8.4,6,6,15,1,8.7,0,96,80,83
Yash Agarwal,7.8,6.2,8,7,5,1,6.5,1,80,87,100
Ira Nair,1.9,7.4,8,6,15,1,7.9,0,79,83,85
Ankit Mehta,3.6,5.8,8,8,16,1,7.1,0,94,83,89
Ishaan Chauhan,5,9.4,7,6,20,0,4.3,0,77,94,100
Sakshi Shah,6,6.7,6,1,9,1,4.6,1,70,64,99
Diya Patel,6.2,8,8,4,14,1,5.8,0,92,69,100
Ankit Patel,2,6,5,6,13,1,6.9,1,90,82,85
Vihaan Kumar,3.7,6.6,6,5,21,1,4.8,1,95,69,97
Dhruv Banerjee,6.8,7,6,7,17,1,4.4,0,86,63,100
Sneha Verma,3.3,6.7,7,4,20,0,2.5,1,82,66,100
Shaurya Trivedi,5.3,5.5,8,7,11,1,2.5,1,78,67,100
Diya Joshi,8.5,5.1,6,8,21,0,7.3,1,97,89,100
Aarav Kumar,1.8,6.1,8,5,16,1,3,0,83,94,96
Dhruv Chauhan,5.4,6.1,4,6,16,0,6.4,1,85,67,90
Riya Bansal,4.2,8.6,10,10,17,0,8.1,0,80,67,92
Rohit Tiwari,6.3,6.9,6,8,22,1,2,0,86,82,100
Myra Gupta,7.4,6.2,5,9,20,1,3.2,1,81,88,100
Aman Patel,5.1,7,7,4,14,1,7.2,1,92,78,100
Rahul Sharma,3.1,8.1,5,6,18,1,5,0,87,76,93
Anika Tiwari,2.3,6.1,9,3,16,1,5.3,1,79,65,100
Aadhya Kulkarni,2.1,7.8,9,6,9,0,3.3,1,84,86,98
Ishita Agarwal,3.7,6.7,5,6,13,1,3.2,0,77,67,85
Neha Patel,5.8,5.7,8,5,9,0,5.8,0,86,53,100
Sneha Desai,3.9,6.8,8,4,12,1,8.3,0,93,75,93
Nikhil Patel,4,5.4,7,3,20,0,3.1,1,69,81,100
Meera Agarwal,2.3,8.1,5,6,18,1,1.7,1,94,46,84
Diya Bansal,7.8,7.2,3,3,13,1,2.4,1,100,73,100
Yash Banerjee,9.4,6.5,8,1,16,1,4.7,0,67,54,100
Vivaan Jain,0.8,6,4,10,13,1,5.1,1,83,80,60
Ishaan Yadav,3.7,9.4,7,4,12,1,5.9,1,90,56,100
Aadhya Gupta,1.3,7.6,7,4,26,0,3.8,1,93,75,83
Myra Yadav,3.8,8.3,6,4,16,0,2.5,0,92,67,96
Ankit Mishra,3.7,5.8,6,5,18,1,3.9,1,80,73,94
Dhruv Singh,3.8,5.8,9,4,17,0,6.7,1,75,83,96
Kabir Chauhan,5.6,7.4,6,7,16,1,2.5,0,94,71,100
Manav Mishra,8.2,5.3,6,2,15,0,5.8,1,73,70,100
Shaurya Bose,6.3,6.9,7,3,9,0,5.3,0,69,81,100
Riya Iyer,4.1,9.7,10,7,5,0,3.8,1,80,43,91
Shaurya Tiwari,4.6,7,10,6,13,1,9.5,1,94,68,100
Manav Shah,4.8,7.4,8,6,11,0,5.1,0,80,100,98
Diya Sharma,7.8,8.4,10,6,13,1,5.4,1,62,57,100
Nikhil Reddy,2.5,7.2,6,3,12,0,4.3,1,96,86,100
Atharva Roy,4.6,5.3,7,8,13,1,1,1,89,41,90
Saanvi Mehta,4.4,8.5,6,6,10,1,6.3,1,94,75,100
Kavya Das,5.8,6.1,8,7,16,0,5,0,85,81,95
Aarav Chauhan,1,6.1,8,6,5,0,5.8,1,62,64,68
Dhruv Kumar,8.2,6.1,9,3,20,1,7.6,0,89,43,100
Aditya Mishra,2.7,7.2,8,5,9,1,3.5,1,82,75,98
Ishaan Nair,7.3,7.1,7,3,15,1,6.1,0,84,64,100
Myra Mishra,7.1,9.2,8,5,10,0,5,1,76,80,100
Myra Chauhan,7.8,6.4,6,4,21,0,6.2,0,100,69,100
Ira Pandey,5.6,5.4,6,3,11,0,3.3,0,64,94,100
Atharva Bansal,4.3,7.4,9,1,23,1,9.4,0,91,78,98
Neha Kulkarni,2.6,6.9,7,8,10,0,4.8,0,74,68,76
Riya Chatterjee,5.9,7.6,7,3,10,0,3.8,0,88,100,100
Aarav Singh,8,6.7,7,4,8,1,6.7,0,89,89,100
Meera Kulkarni,4.1,7.6,6,9,5,0,5.6,0,71,56,78
Shaurya Iyer,5.7,6,7,4,16,0,1.3,1,100,79,100
Atharva Jain,4.5,7.2,8,3,16,0,5,1,70,76,100
Krishna Trivedi,4,6.2,8,6,12,1,7.7,1,98,90,100
Saanvi Desai,7.6,8.3,6,5,21,1,3.1,0,84,78,100
Sai Das,5.9,8,7,5,12,1,4.3,1,81,56,100
Reyansh Mehta,5.3,6.8,8,4,5,1,4,0,85,64,100
Karan Chatterjee,4,6.8,5,4,10,1,4.7,1,77,80,92
Varun Jain,3.8,7.7,7,2,15,0,3.2,0,98,58,100
Vihaan Trivedi,6,6.8,7,9,17,1,10.2,1,98,79,100
Reyansh Bansal,1.8,7.1,5,5,10,0,7.5,0,85,75,81
Diya Mishra,4.9,6.1,8,5,17,1,5.3,0,80,66,93
Kavya Bansal,3.7,6.6,5,7,19,0,1,0,97,94,100
Nikhil Kumar,8.5,6.1,7,5,13,0,4.3,0,84,91,100
Manav Roy,2.6,6.3,8,5,22,1,6.9,1,86,56,80
Rudra Goyal,5.8,6.5,6,8,12,0,5.2,0,82,57,84
Nikhil Goyal,6.5,7.4,9,1,21,1,2.1,0,75,58,100
Ishaan Gupta,3.3,6.7,6,3,17,0,4.5,1,87,96,100
Atharva Sharma,4.8,6.9,5,5,10,0,6.4,1,96,66,97
Aarav Das,4.4,7.1,7,4,14,1,1.9,1,95,70,98
Ishaan Gupta,7.7,6,4,3,14,0,3.4,0,88,59,100
Kavya Roy,2.1,5.5,9,5,12,0,8.9,0,71,50,80
Palak Singh,6.1,5.2,6,3,8,1,1,1,77,76,100
Anaya Kulkarni,7.2,4.6,7,6,8,1,4.1,1,86,84,100
Neha Gupta,4.3,7.7,7,10,13,0,4.8,0,82,62,74
Krishna Sharma,5.1,7.3,5,6,15,1,5.7,0,82,52,86
Rohit Verma,5.7,8.3,9,4,13,1,5.7,1,97,92,100
Reyansh Chatterjee,3,7.4,7,8,15,0,6.9,1,62,54,71
Aadhya Chauhan,4,8.4,6,4,12,1,4.4,1,78,55,95
Aditya Mehta,5.2,5.3,6,7,14,0,2.2,0,77,80,100
Neha Chatterjee,4.5,6.6,7,7,9,1,6.1,1,85,44,87
Ira Goyal,5.4,7,9,4,24,0,1.7,1,80,39,100
Karan Bansal,4.5,8.7,8,8,15,0,6.6,1,100,91,100
Sneha Bansal,7.8,7.2,5,7,8,0,5,1,96,74,100
Ankit Verma,6.2,6.9,7,4,17,1,2.6,0,75,58,100
Meera Kumar,6.7,6.1,7,3,8,1,4.6,0,87,75,100
Krishna Kumar,3.2,7.9,7,3,17,1,1.4,0,92,91,100
Yash Bose,6,6.8,9,5,16,1,7.7,0,98,61,100
Krishna Tiwari,2.9,7.3,8,2,11,1,6.1,1,83,56,97
Arjun Yadav,2.8,5.5,7,3,18,0,5.6,0,83,100,86
Diya Reddy,6.1,7.4,8,2,17,1,6.7,0,77,94,100
Priya Trivedi,3.9,6.7,10,5,14,1,5,1,86,86,100
Sakshi Nair,4.5,6.4,9,6,15,1,7.5,0,91,68,100
Aarav Nair,5.7,8,5,4,13,1,2.9,1,92,56,97
Arjun Banerjee,7.4,7.2,7,6,15,1,4.1,0,89,55,100
Aditya Kumar,6.5,6.8,6,3,14,0,6.4,0,85,93,100
Saanvi Patel,3.8,8.1,6,6,16,1,7.7,0,74,72,81
Harsh Verma,7.1,6.9,5,6,21,0,4.9,1,79,100,100
Myra Goyal,5.3,6,6,5,18,0,8,0,91,48,91
Vihaan Yadav,2.2,5.5,9,7,19,0,5.7,0,75,73,84
Kabir Mehta,5.9,8.3,5,6,5,1,5.7,1,94,80,100
Meera Bose,5.4,6.5,8,4,25,0,3.3,1,79,67,100
Sneha Goyal,4,7.7,10,5,15,0,2.6,0,92,83,100
Ishita Kulkarni,2.3,6.8,8,3,9,1,4.9,1,76,86,97
Karan Iyer,5.8,7.2,8,2,25,1,8.5,0,81,52,93
Manav Joshi,0.5,8,7,4,10,1,4.9,0,88,43,84
Diya Agarwal,3.5,7.9,8,7,26,1,3.4,1,65,48,78
Neha Singh,2.7,7.8,5,5,13,1,6.8,0,100,71,95
Aman Banerjee,3.7,6.1,8,9,18,1,7.3,1,98,73,98
Saanvi Shah,5.3,6.6,8,3,21,0,3.2,0,86,67,100
Kabir Bansal,5.1,6.9,5,3,19,1,7.2,1,63,92,100
Ankit Joshi,3.2,7.3,9,4,22,1,6.7,0,84,54,94
Reyansh Yadav,7.7,6.8,9,4,10,1,1,1,79,60,100
Ishaan Jain,4.8,6.4,9,1,7,0,1.8,0,98,57,100
Anika Kumar,5.2,7.3,6,4,12,0,4.5,0,95,71,100
Aman Joshi,5.3,7.6,6,6,18,1,3.1,0,84,74,100
Varun Patel,4.8,5.7,9,6,16,1,7.5,1,81,66,98
Varun Goyal,3.2,7.2,9,6,12,1,6.7,0,86,67,94
Riya Shah,6.8,6.8,7,9,10,0,3.9,1,100,67,97
Karan Bansal,7.2,6.9,8,6,9,1,5.8,0,83,70,100
Vihaan Jain,5.4,6.4,7,5,15,1,6.4,1,95,64,100
Shaurya Bansal,6.5,6.2,7,5,14,0,8.2,0,79,100,100
Aman Mishra,2.7,8.9,8,6,19,1,9,1,90,40,80
Aman Saxena,2.7,7.1,6,9,17,1,4.9,1,87,74,76
Ishita Mehta,4.1,5.6,4,5,18,1,3.1,1,83,73,100
Reyansh Verma,4.7,7.8,6,5,18,1,2.4,0,91,63,100
Anaya Saxena,3.6,8,6,8,21,1,8.4,1,87,65,81
Myra Chauhan,5.2,10,8,4,15,0,6.1,0,94,82,100
Shaurya Shah,6.9,6.3,9,7,7,1,8.4,1,94,48,100
Sakshi Pandey,6.7,6.6,8,6,23,0,2.8,1,83,63,100
Priya Verma,3.7,6.9,6,4,16,1,1,1,88,72,100
Aditya Kulkarni,7,8.2,8,7,15,1,7.9,0,82,83,100
Manav Iyer,4.8,6.4,8,1,17,1,4.1,0,81,74,100
Aadhya Desai,4,9.1,3,5,10,1,3.9,1,74,100,92
Neha Goyal,2.6,5.4,9,6,22,1,5.8,1,85,69,94
Kabir Pandey,2.8,7.8,5,4,8,0,3.5,0,83,88,90
Saanvi Jain,1.3,7.3,6,4,10,0,6.5,1,83,70,84
Saanvi Yadav,3.9,6.1,8,4,19,0,6.2,0,69,54,86
Atharva Mishra,1.1,6.8,7,5,19,0,9.1,0,82,76,79
Saanvi Kumar,3.2,9.1,5,7,14,0,3.9,0,98,81,91
Myra Bansal,9.6,6.6,8,3,9,1,9.6,1,93,100,100
Reyansh Kumar,1.6,7,8,8,15,1,2.5,0,92,66,86
Myra Singh,0.8,6.7,8,3,12,0,4.7,0,70,44,68
Tanishq Jain,4.4,6.6,8,4,9,1,5.7,0,88,100,100
Rohit Mehta,3.7,6,8,4,10,0,8,1,90,81,100
Aman Chauhan,2.8,7.8,8,5,18,0,3.3,1,99,69,100
Tanvi Reddy,2.2,5.1,7,5,19,1,1.3,1,100,66,99
Rohit Goyal,5.4,7.9,8,5,12,1,2.7,0,87,80,100
Ankit Bansal,4.7,6.6,5,7,8,0,3.3,0,81,42,82
Krishna Trivedi,0,6.9,8,3,10,1,7.6,0,93,63,80
Vihaan Das,3.6,6.1,7,4,15,1,4.4,1,95,99,100
Rahul Kulkarni,7,6.7,7,3,11,0,3.9,0,85,63,100
Atharva Kulkarni,4,7.2,9,10,18,1,5,1,94,92,93
Aadhya Saxena,8.6,6.2,6,7,23,1,7.4,1,94,71,100
Anika Kulkarni,2.6,6,6,3,15,0,8.2,1,99,61,83
Palak Joshi,5.5,9,5,7,9,0,7.1,1,69,68,85
Yash Pandey,2.8,7.9,8,3,15,1,2.5,0,82,71,97
Saanvi Desai,5.2,7.1,4,7,19,0,2.6,1,82,48,90
Tanishq Saxena,5,6.3,7,4,11,0,6.3,1,89,76,97
Saanvi Roy,2,8.5,5,5,14,0,3.5,1,77,67,81
Anaya Banerjee,7.8,7.8,7,5,9,0,3.9,0,77,88,100
Ira Roy,5.3,6.6,4,6,16,1,5.2,0,100,81,100
Sakshi Bose,3.6,6.6,6,5,17,1,4.8,1,83,51,86
Atharva Verma,6.7,6,6,5,13,1,6.8,0,71,70,92
Myra Shah,8.3,7.1,7,4,17,0,6.8,1,88,65,100
Yash Das,6.9,6.5,8,4,23,1,2.8,1,87,52,100
Neha Mehta,5.7,6,8,7,16,1,4.2,0,86,84,100
Sai Agarwal,5.3,7.4,7,6,7,1,4.1,0,93,51,100
Aadhya Verma,5.6,8.9,8,5,12,1,4.3,1,91,68,100
Ishita Das,6.3,6.8,6,5,12,1,5.8,0,85,96,100
Kabir Bose,7.6,7.3,9,8,18,0,5.2,1,89,53,100
Sneha Desai,4.9,6.3,8,5,10,0,7.8,1,81,48,90
Krishna Iyer,3.8,8.8,5,9,14,1,3.1,0,88,55,86
Sneha Kumar,6.1,6,8,5,8,1,6.5,1,88,40,100
Rudra Bansal,3.9,4.5,7,10,23,0,3.7,1,85,86,92
Ishita Pandey,1.5,7.4,6,4,15,1,6,0,87,67,88
Sai Banerjee,4.1,6.5,6,4,13,0,7.6,1,86,54,87
Diya Yadav,4,7.4,7,4,10,0,9.1,0,100,70,85
Manav Trivedi,5.1,6.5,8,4,14,0,5.8,0,88,42,91
Tanishq Patel,3.3,6.5,7,6,13,0,4.2,0,95,56,89
Palak Mehta,0.7,5.4,8,4,21,0,5.4,0,97,79,94
Priya Bose,5.1,7.6,6,4,20,1,6,0,75,87,99
Nikhil Reddy,5.9,7.1,5,1,10,0,8.5,1,91,47,93
Dhruv Verma,0.9,5.5,9,4,10,1,6.3,0,77,100,88
Aarav Bansal,1.3,7.1,9,4,20,0,7.4,1,100,47,78
Rohit Singh,3.5,8.4,5,6,6,1,7.7,1,87,83,90
Saanvi Trivedi,6.2,6.1,4,1,16,0,8.4,0,88,56,99
Aadhya Mehta,1.1,7.8,5,4,18,0,2.2,0,88,87,88
Diya Sharma,5.7,7.1,8,4,16,1,5.5,0,94,80,100
Manav Das,1.2,7.4,5,7,14,1,6,1,91,66,81
Ishaan Singh,5.2,7,6,8,17,0,7.8,1,87,74,97
Sakshi Saxena,4.6,7.6,7,7,9,1,2.9,0,71,36,84
Ankit Pandey,4.7,6.9,8,3,17,1,2.7,1,80,61,100
Meera Chauhan,2.7,6.4,8,6,12,1,4.1,0,100,80,99
Sai Trivedi,6.2,6,7,8,7,0,5.3,1,77,70,100
Sneha Roy,5.1,6.3,9,5,22,1,4.9,0,51,69,90
Saanvi Singh,5.4,7,5,2,17,0,6.2,1,76,70,98
Neha Das,3.4,5.5,8,7,16,0,7.5,1,78,72,86
Shaurya Jain,4.5,7.8,10,5,14,1,4.7,1,88,88,100
Yash Iyer,2.4,7.9,6,7,7,0,7.1,1,77,57,76
Aditya Mishra,5.5,8,7,7,14,0,5.2,1,66,73,93
Myra Saxena,2.2,6.3,7,7,18,1,2.2,0,77,68,93
Manav Goyal,4.8,6.6,7,3,25,1,4.6,1,83,78,100
Priya Banerjee,4.3,7.9,7,8,12,1,7.3,1,90,86,100
Kavya Desai,3.4,8.3,5,5,27,0,5.8,0,88,68,77
Anika Joshi,2.4,7.5,8,3,13,0,6.1,0,83,76,79
Vivaan Iyer,8.9,7.4,6,6,14,0,6.4,0,99,69,100
Ira Joshi,4.5,7.5,7,5,18,1,3.4,1,85,61,90
Pooja Bansal,0.9,8.3,10,3,16,1,3,1,80,68,99
Harsh Pandey,5.8,7.5,7,6,15,1,4.8,0,90,81,100
Krishna Verma,6,8.3,9,5,9,0,2.8,0,74,71,100
Varun Saxena,7.3,5.5,5,3,8,1,5.6,1,90,87,100
Tanvi Roy,5.2,7.8,4,6,15,1,4,1,95,76,100
Aman Pandey,3.1,6.1,8,5,30,1,8,1,83,84,100
Karan Trivedi,2.5,7.3,9,5,19,0,5.2,1,95,44,82
Ishita Reddy,2.7,6.4,8,3,12,0,5.4,1,73,90,100
Aadhya Joshi,4.5,5.6,5,10,11,1,1,1,90,100,100
Karan Bose,1,6.9,4,6,17,0,2.7,1,84,69,83
Sneha Sharma,4,7.7,8,2,14,1,2.6,0,81,77,100
Neha Roy,6.5,6.9,7,3,13,1,4.4,1,65,97,100
Arjun Tiwari,5,7.8,6,7,15,0,6.1,0,81,76,90
Atharva Jain,4.2,6.7,8,3,12,1,3.3,0,82,74,100
Neha Kumar,3.9,7.7,7,9,14,1,5,1,80,55,74
Aarav Chauhan,4.8,6.2,9,5,6,1,9.4,0,95,67,100
Dhruv Nair,6.7,7.4,6,6,12,1,8.4,1,91,51,100
Ankit Kulkarni,6.1,5.2,6,6,11,1,4.2,1,88,57,98
Pooja Saxena,3,7.1,6,4,17,1,5.3,0,100,84,97
